,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix
175,categorical,20001,both_sexes,1060,,"Cancer code, self-reported","Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the cancer could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",non-melanoma skin cancer,UK Biobank Assessment Centre > Verbal interview > Medical conditions,671.0,290.0,381.0,EUR,1.0,,,,,625.0,,,,,,419848.0,,,,,,0.13612,,,,,,1.0032,,categorical-20001-both_sexes-1060.tsv.bgz,categorical-20001-both_sexes-1060.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1060.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1060.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1060.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1060.tsv.bgz.tbi,532878955.0,1751670.0,faa0707b6e39ec9029cb1f0deb1a93d9,2a8cbb846853c7f6b94165348975ee07
176,categorical,20001,both_sexes,1061,,"Cancer code, self-reported","Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the cancer could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",basal cell carcinoma,UK Biobank Assessment Centre > Verbal interview > Medical conditions,4278.0,2551.0,1727.0,EUR,1.0,,,,,3947.0,,,,,,416526.0,,,,,,0.11939,,,,,,1.0376,,categorical-20001-both_sexes-1061.tsv.bgz,categorical-20001-both_sexes-1061.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1061.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1061.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1061.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1061.tsv.bgz.tbi,545811542.0,1752008.0,a3531dfbfc0b07114783e96d2e23e7b7,4dd3ac36fa2266dd88fbc99356aa17db
177,categorical,20001,both_sexes,1062,,"Cancer code, self-reported","Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the cancer could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",squamous cell carcinoma,UK Biobank Assessment Centre > Verbal interview > Medical conditions,564.0,286.0,278.0,EUR,1.0,,,,,510.0,,,,,,419963.0,,,,,,0.085298,,,,,,1.025,,categorical-20001-both_sexes-1062.tsv.bgz,categorical-20001-both_sexes-1062.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1062.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1062.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1062.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1062.tsv.bgz.tbi,530364931.0,1751128.0,fb46fbd912155ce24b3959c106ac2209,c41bf2442d71985dd1249a018ff1b547
183,categorical,20001,both_sexes,99999,,"Cancer code, self-reported","Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the cancer could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",unclassifiable,UK Biobank Assessment Centre > Verbal interview > Medical conditions,519.0,375.0,144.0,EUR,1.0,,,,,465.0,,,,,,420008.0,,,,,,0.11457,,,,,,1.0277,,categorical-20001-both_sexes-99999.tsv.bgz,categorical-20001-both_sexes-99999.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-99999.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-99999.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-99999.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-99999.tsv.bgz.tbi,529002134.0,1751321.0,705bcd84bab1db7711ca2e826e380485,115ed3dbdeabec683196c6765ab60000
185,categorical,20002,both_sexes,1066,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",heart/cardiac problem,UK Biobank Assessment Centre > Verbal interview > Medical conditions,1541.0,739.0,802.0,EUR,1.0,,,,,1353.0,,,,,,419120.0,,,,,,0.052603,,,,,,1.021,,categorical-20002-both_sexes-1066.tsv.bgz,categorical-20002-both_sexes-1066.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1066.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1066.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1066.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1066.tsv.bgz.tbi,539342486.0,1751837.0,d0caf6b063ccd47500a194a3a1ce49ad,74eadb11f6062c5a9354fce09ffb10a1
186,categorical,20002,both_sexes,1067,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",peripheral vascular disease,UK Biobank Assessment Centre > Verbal interview > Medical conditions,889.0,548.0,341.0,EUR,1.0,,,,,785.0,,,,,,419688.0,,,,,,0.065138,,,,,,1.0018,,categorical-20002-both_sexes-1067.tsv.bgz,categorical-20002-both_sexes-1067.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1067.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1067.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1067.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1067.tsv.bgz.tbi,534481102.0,1751915.0,7a11a449b2adc68312a9021de4cb982e,754aed7c54bccb3dead50907531146c0
191,categorical,20002,both_sexes,1077,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",heart arrhythmia,UK Biobank Assessment Centre > Verbal interview > Medical conditions,2597.0,1283.0,1314.0,EUR,1.0,,,,,2321.0,,,,,,418152.0,,,,,,0.063058,,,,,,1.0313,,categorical-20002-both_sexes-1077.tsv.bgz,categorical-20002-both_sexes-1077.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1077.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1077.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1077.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1077.tsv.bgz.tbi,543739494.0,1752238.0,c966bfc53b7b540c83357ca74c445417,3c7056b20cea875bef8f258ffcb80b2f
192,categorical,20002,both_sexes,1078,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",heart valve problem/heart murmur,UK Biobank Assessment Centre > Verbal interview > Medical conditions,3239.0,1955.0,1284.0,EUR,1.0,,,,,2866.0,,,,,,417607.0,,,,,,0.058461,,,,,,1.0121,,categorical-20002-both_sexes-1078.tsv.bgz,categorical-20002-both_sexes-1078.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1078.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1078.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1078.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1078.tsv.bgz.tbi,544590696.0,1752095.0,b0e08f556351acd4333716186414695f,29eddd3622d9467f68adf40579a72418
205,categorical,20002,both_sexes,1114,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",bronchiectasis,UK Biobank Assessment Centre > Verbal interview > Medical conditions,1089.0,716.0,373.0,EUR,1.0,,,,,1000.0,,,,,,419473.0,,,,,,0.10086,,,,,,1.0473,,categorical-20002-both_sexes-1114.tsv.bgz,categorical-20002-both_sexes-1114.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1114.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1114.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1114.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1114.tsv.bgz.tbi,536477433.0,1751613.0,35d29df48d83a1ba004399b573d847fc,38f51b745f4789c27bccb7daa8f1cdb7
207,categorical,20002,both_sexes,1117,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",other respiratory problems,UK Biobank Assessment Centre > Verbal interview > Medical conditions,802.0,393.0,409.0,EUR,1.0,,,,,719.0,,,,,,419754.0,,,,,,0.12858,,,,,,1.0022,,categorical-20002-both_sexes-1117.tsv.bgz,categorical-20002-both_sexes-1117.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1117.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1117.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1117.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1117.tsv.bgz.tbi,533799811.0,1751361.0,ce143206f50e13ac2bac51e44803a39c,504398b738d03ab1782b7e595428a29b
210,categorical,20002,both_sexes,1123,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",sleep apnoea,UK Biobank Assessment Centre > Verbal interview > Medical conditions,1566.0,370.0,1196.0,EUR,1.0,,,,,1372.0,,,,,,419101.0,,,,,,0.14298,,,,,,1.0451,,categorical-20002-both_sexes-1123.tsv.bgz,categorical-20002-both_sexes-1123.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1123.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1123.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1123.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1123.tsv.bgz.tbi,539582212.0,1751943.0,d8478edf4660d4b17563029ed742814b,d6c959dfdce09caf5f9a6d0726d4c19d
212,categorical,20002,both_sexes,1126,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",spontaneous pneumothorax/recurrent pneumothorax,UK Biobank Assessment Centre > Verbal interview > Medical conditions,1100.0,305.0,795.0,EUR,1.0,,,,,998.0,,,,,,419475.0,,,,,,0.23928,,,,,,0.98791,,categorical-20002-both_sexes-1126.tsv.bgz,categorical-20002-both_sexes-1126.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1126.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1126.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1126.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1126.tsv.bgz.tbi,537221369.0,1751898.0,3ba4ae9babfc9131c883d12ce4431514,a25abc90870e7a750e9d1c9d825a2bd7
